Position,ReadCount,Source,ts,leader5
75,60.0,5RACE,AT1G20823.1,187
76,34489.0,5RACE,AT1G20823.1,187
77,38.0,5RACE,AT1G20823.1,187
78,109.0,5RACE,AT1G20823.1,187
79,87.0,5RACE,AT1G20823.1,187
80,53.0,5RACE,AT1G20823.1,187
81,31.0,5RACE,AT1G20823.1,187
82,129.0,5RACE,AT1G20823.1,187
83,328.0,5RACE,AT1G20823.1,187
84,77438.0,5RACE,AT1G20823.1,187
85,83.0,5RACE,AT1G20823.1,187
86,58.0,5RACE,AT1G20823.1,187
87,287.0,5RACE,AT1G20823.1,187
88,257.0,5RACE,AT1G20823.1,187
89,83.0,5RACE,AT1G20823.1,187
90,240.0,5RACE,AT1G20823.1,187
91,84.0,5RACE,AT1G20823.1,187
92,3.0,5RACE,AT1G20823.1,187
93,6.0,5RACE,AT1G20823.1,187
94,4.0,5RACE,AT1G20823.1,187
95,3.0,5RACE,AT1G20823.1,187
96,4.0,5RACE,AT1G20823.1,187
97,3.0,5RACE,AT1G20823.1,187
98,2.0,5RACE,AT1G20823.1,187
100,1.0,5RACE,AT1G20823.1,187
101,1.0,5RACE,AT1G20823.1,187
102,2.0,5RACE,AT1G20823.1,187
103,1.0,5RACE,AT1G20823.1,187
104,136.0,5RACE,AT1G20823.1,187
105,65175.0,5RACE,AT1G20823.1,187
106,1001.0,5RACE,AT1G20823.1,187
107,188269.0,5RACE,AT1G20823.1,187
108,942422.0,5RACE,AT1G20823.1,187
109,1231.0,5RACE,AT1G20823.1,187
110,5609.0,5RACE,AT1G20823.1,187
111,911.0,5RACE,AT1G20823.1,187
112,8256.0,5RACE,AT1G20823.1,187
113,2417091.0,5RACE,AT1G20823.1,187
114,9636.0,5RACE,AT1G20823.1,187
115,73988.0,5RACE,AT1G20823.1,187
116,60696.0,5RACE,AT1G20823.1,187
117,1741.0,5RACE,AT1G20823.1,187
118,8446.0,5RACE,AT1G20823.1,187
119,169976.0,5RACE,AT1G20823.1,187
120,5220.0,5RACE,AT1G20823.1,187
121,1878.0,5RACE,AT1G20823.1,187
122,1162.0,5RACE,AT1G20823.1,187
123,578.0,5RACE,AT1G20823.1,187
124,225.0,5RACE,AT1G20823.1,187
125,553.0,5RACE,AT1G20823.1,187
126,374.0,5RACE,AT1G20823.1,187
127,42.0,5RACE,AT1G20823.1,187
128,43.0,5RACE,AT1G20823.1,187
129,73.0,5RACE,AT1G20823.1,187
130,237.0,5RACE,AT1G20823.1,187
131,40.0,5RACE,AT1G20823.1,187
132,52.0,5RACE,AT1G20823.1,187
133,212.0,5RACE,AT1G20823.1,187
134,110594.0,5RACE,AT1G20823.1,187
135,190.0,5RACE,AT1G20823.1,187
136,107.0,5RACE,AT1G20823.1,187
137,469.0,5RACE,AT1G20823.1,187
138,224.0,5RACE,AT1G20823.1,187
139,446.0,5RACE,AT1G20823.1,187
140,270.0,5RACE,AT1G20823.1,187
141,252.0,5RACE,AT1G20823.1,187
142,20.0,5RACE,AT1G20823.1,187
143,3.0,5RACE,AT1G20823.1,187
144,2.0,5RACE,AT1G20823.1,187
145,5.0,5RACE,AT1G20823.1,187
146,26.0,5RACE,AT1G20823.1,187
147,16.0,5RACE,AT1G20823.1,187
148,1.0,5RACE,AT1G20823.1,187
149,3.0,5RACE,AT1G20823.1,187
151,4.0,5RACE,AT1G20823.1,187
152,2.0,5RACE,AT1G20823.1,187
153,4.0,5RACE,AT1G20823.1,187
154,1.0,5RACE,AT1G20823.1,187
155,1.0,5RACE,AT1G20823.1,187
156,1.0,5RACE,AT1G20823.1,187
157,20.0,5RACE,AT1G20823.1,187
159,5.0,5RACE,AT1G20823.1,187
160,2.0,5RACE,AT1G20823.1,187
161,1.0,5RACE,AT1G20823.1,187
162,1.0,5RACE,AT1G20823.1,187
163,1.0,5RACE,AT1G20823.1,187
164,2.0,5RACE,AT1G20823.1,187
165,2.0,5RACE,AT1G20823.1,187
167,1.0,5RACE,AT1G20823.1,187
168,1.0,5RACE,AT1G20823.1,187
171,1.0,5RACE,AT1G20823.1,187
173,1.0,5RACE,AT1G20823.1,187
174,1.0,5RACE,AT1G20823.1,187
175,1.0,5RACE,AT1G20823.1,187
177,1.0,5RACE,AT1G20823.1,187
179,3.0,5RACE,AT1G20823.1,187
187,3.0,5RACE,AT1G20823.1,187
1,0.0,5leaderP,AT1G20823.1,187
2,0.0,5leaderP,AT1G20823.1,187
3,0.0,5leaderP,AT1G20823.1,187
4,0.0,5leaderP,AT1G20823.1,187
5,0.0,5leaderP,AT1G20823.1,187
6,0.0,5leaderP,AT1G20823.1,187
7,0.0,5leaderP,AT1G20823.1,187
8,0.0,5leaderP,AT1G20823.1,187
9,0.0,5leaderP,AT1G20823.1,187
10,0.0,5leaderP,AT1G20823.1,187
11,0.0,5leaderP,AT1G20823.1,187
12,0.0,5leaderP,AT1G20823.1,187
13,0.0,5leaderP,AT1G20823.1,187
14,0.0,5leaderP,AT1G20823.1,187
15,0.0,5leaderP,AT1G20823.1,187
16,0.0,5leaderP,AT1G20823.1,187
17,0.0,5leaderP,AT1G20823.1,187
18,0.0,5leaderP,AT1G20823.1,187
19,0.0,5leaderP,AT1G20823.1,187
20,0.0,5leaderP,AT1G20823.1,187
21,0.0,5leaderP,AT1G20823.1,187
22,0.0,5leaderP,AT1G20823.1,187
23,0.0,5leaderP,AT1G20823.1,187
24,0.0,5leaderP,AT1G20823.1,187
25,0.0,5leaderP,AT1G20823.1,187
26,0.0,5leaderP,AT1G20823.1,187
27,0.0,5leaderP,AT1G20823.1,187
28,0.0,5leaderP,AT1G20823.1,187
29,0.0,5leaderP,AT1G20823.1,187
30,0.0,5leaderP,AT1G20823.1,187
31,0.0,5leaderP,AT1G20823.1,187
32,0.0,5leaderP,AT1G20823.1,187
33,0.0,5leaderP,AT1G20823.1,187
34,0.0,5leaderP,AT1G20823.1,187
35,0.0,5leaderP,AT1G20823.1,187
36,0.0,5leaderP,AT1G20823.1,187
37,0.0,5leaderP,AT1G20823.1,187
38,0.0,5leaderP,AT1G20823.1,187
39,0.0,5leaderP,AT1G20823.1,187
40,0.0,5leaderP,AT1G20823.1,187
41,0.0,5leaderP,AT1G20823.1,187
42,0.0,5leaderP,AT1G20823.1,187
43,0.0,5leaderP,AT1G20823.1,187
44,0.0,5leaderP,AT1G20823.1,187
45,0.0,5leaderP,AT1G20823.1,187
46,0.0,5leaderP,AT1G20823.1,187
47,0.0,5leaderP,AT1G20823.1,187
48,0.0,5leaderP,AT1G20823.1,187
49,0.0,5leaderP,AT1G20823.1,187
50,0.0,5leaderP,AT1G20823.1,187
51,0.0,5leaderP,AT1G20823.1,187
52,0.0,5leaderP,AT1G20823.1,187
53,0.0,5leaderP,AT1G20823.1,187
54,0.0,5leaderP,AT1G20823.1,187
55,0.0,5leaderP,AT1G20823.1,187
56,0.0,5leaderP,AT1G20823.1,187
57,0.0,5leaderP,AT1G20823.1,187
58,0.0,5leaderP,AT1G20823.1,187
59,0.0,5leaderP,AT1G20823.1,187
60,0.0,5leaderP,AT1G20823.1,187
61,0.0,5leaderP,AT1G20823.1,187
62,0.0,5leaderP,AT1G20823.1,187
63,0.0,5leaderP,AT1G20823.1,187
64,0.0,5leaderP,AT1G20823.1,187
65,0.0,5leaderP,AT1G20823.1,187
66,0.0,5leaderP,AT1G20823.1,187
67,0.0,5leaderP,AT1G20823.1,187
68,0.0,5leaderP,AT1G20823.1,187
69,0.0,5leaderP,AT1G20823.1,187
70,0.0,5leaderP,AT1G20823.1,187
71,0.0,5leaderP,AT1G20823.1,187
72,0.0,5leaderP,AT1G20823.1,187
73,0.0,5leaderP,AT1G20823.1,187
74,0.0,5leaderP,AT1G20823.1,187
75,241709.1,5leaderP,AT1G20823.1,187
76,0.0,5leaderP,AT1G20823.1,187
77,0.0,5leaderP,AT1G20823.1,187
78,0.0,5leaderP,AT1G20823.1,187
79,0.0,5leaderP,AT1G20823.1,187
80,0.0,5leaderP,AT1G20823.1,187
81,0.0,5leaderP,AT1G20823.1,187
82,0.0,5leaderP,AT1G20823.1,187
83,0.0,5leaderP,AT1G20823.1,187
84,0.0,5leaderP,AT1G20823.1,187
85,0.0,5leaderP,AT1G20823.1,187
86,0.0,5leaderP,AT1G20823.1,187
87,0.0,5leaderP,AT1G20823.1,187
88,0.0,5leaderP,AT1G20823.1,187
89,0.0,5leaderP,AT1G20823.1,187
90,0.0,5leaderP,AT1G20823.1,187
91,0.0,5leaderP,AT1G20823.1,187
92,0.0,5leaderP,AT1G20823.1,187
93,0.0,5leaderP,AT1G20823.1,187
94,0.0,5leaderP,AT1G20823.1,187
95,0.0,5leaderP,AT1G20823.1,187
96,0.0,5leaderP,AT1G20823.1,187
97,0.0,5leaderP,AT1G20823.1,187
98,0.0,5leaderP,AT1G20823.1,187
99,0.0,5leaderP,AT1G20823.1,187
100,1208545.5,5leaderP,AT1G20823.1,187
101,0.0,5leaderP,AT1G20823.1,187
102,0.0,5leaderP,AT1G20823.1,187
103,0.0,5leaderP,AT1G20823.1,187
104,0.0,5leaderP,AT1G20823.1,187
105,0.0,5leaderP,AT1G20823.1,187
106,0.0,5leaderP,AT1G20823.1,187
107,0.0,5leaderP,AT1G20823.1,187
108,0.0,5leaderP,AT1G20823.1,187
109,0.0,5leaderP,AT1G20823.1,187
110,0.0,5leaderP,AT1G20823.1,187
111,0.0,5leaderP,AT1G20823.1,187
112,0.0,5leaderP,AT1G20823.1,187
113,0.0,5leaderP,AT1G20823.1,187
114,0.0,5leaderP,AT1G20823.1,187
115,0.0,5leaderP,AT1G20823.1,187
116,0.0,5leaderP,AT1G20823.1,187
117,0.0,5leaderP,AT1G20823.1,187
118,0.0,5leaderP,AT1G20823.1,187
119,0.0,5leaderP,AT1G20823.1,187
120,0.0,5leaderP,AT1G20823.1,187
121,0.0,5leaderP,AT1G20823.1,187
122,0.0,5leaderP,AT1G20823.1,187
123,0.0,5leaderP,AT1G20823.1,187
124,0.0,5leaderP,AT1G20823.1,187
125,241709.1,5leaderP,AT1G20823.1,187
126,0.0,5leaderP,AT1G20823.1,187
127,0.0,5leaderP,AT1G20823.1,187
128,0.0,5leaderP,AT1G20823.1,187
129,0.0,5leaderP,AT1G20823.1,187
130,0.0,5leaderP,AT1G20823.1,187
131,0.0,5leaderP,AT1G20823.1,187
132,0.0,5leaderP,AT1G20823.1,187
133,0.0,5leaderP,AT1G20823.1,187
134,0.0,5leaderP,AT1G20823.1,187
135,0.0,5leaderP,AT1G20823.1,187
136,0.0,5leaderP,AT1G20823.1,187
137,0.0,5leaderP,AT1G20823.1,187
138,0.0,5leaderP,AT1G20823.1,187
139,0.0,5leaderP,AT1G20823.1,187
140,0.0,5leaderP,AT1G20823.1,187
141,0.0,5leaderP,AT1G20823.1,187
142,0.0,5leaderP,AT1G20823.1,187
143,0.0,5leaderP,AT1G20823.1,187
144,0.0,5leaderP,AT1G20823.1,187
145,0.0,5leaderP,AT1G20823.1,187
146,0.0,5leaderP,AT1G20823.1,187
