Position,ReadCount,Source,ts,leader5
211,1.0,5RACE,Os11g09020.1,308
1,0.0,5leaderP,Os11g09020.1,308
2,0.0,5leaderP,Os11g09020.1,308
3,0.0,5leaderP,Os11g09020.1,308
4,0.0,5leaderP,Os11g09020.1,308
5,0.0,5leaderP,Os11g09020.1,308
6,0.0,5leaderP,Os11g09020.1,308
7,0.0,5leaderP,Os11g09020.1,308
8,0.0,5leaderP,Os11g09020.1,308
9,0.0,5leaderP,Os11g09020.1,308
10,0.0,5leaderP,Os11g09020.1,308
11,0.0,5leaderP,Os11g09020.1,308
12,0.0,5leaderP,Os11g09020.1,308
13,0.0,5leaderP,Os11g09020.1,308
14,0.0,5leaderP,Os11g09020.1,308
15,0.0,5leaderP,Os11g09020.1,308
16,0.0,5leaderP,Os11g09020.1,308
17,0.0,5leaderP,Os11g09020.1,308
18,0.0,5leaderP,Os11g09020.1,308
19,0.0,5leaderP,Os11g09020.1,308
20,0.0,5leaderP,Os11g09020.1,308
21,0.0,5leaderP,Os11g09020.1,308
22,0.0,5leaderP,Os11g09020.1,308
23,0.0,5leaderP,Os11g09020.1,308
24,0.0,5leaderP,Os11g09020.1,308
25,0.0,5leaderP,Os11g09020.1,308
26,0.0,5leaderP,Os11g09020.1,308
27,0.0,5leaderP,Os11g09020.1,308
28,0.0,5leaderP,Os11g09020.1,308
29,0.0,5leaderP,Os11g09020.1,308
30,0.0,5leaderP,Os11g09020.1,308
31,0.0,5leaderP,Os11g09020.1,308
32,0.0,5leaderP,Os11g09020.1,308
33,0.0,5leaderP,Os11g09020.1,308
34,0.0,5leaderP,Os11g09020.1,308
35,0.0,5leaderP,Os11g09020.1,308
36,0.0,5leaderP,Os11g09020.1,308
37,0.0,5leaderP,Os11g09020.1,308
38,0.0,5leaderP,Os11g09020.1,308
39,0.0,5leaderP,Os11g09020.1,308
40,0.0,5leaderP,Os11g09020.1,308
41,0.0,5leaderP,Os11g09020.1,308
42,0.0,5leaderP,Os11g09020.1,308
43,0.0,5leaderP,Os11g09020.1,308
44,0.0,5leaderP,Os11g09020.1,308
45,0.0,5leaderP,Os11g09020.1,308
46,0.0,5leaderP,Os11g09020.1,308
47,0.0,5leaderP,Os11g09020.1,308
48,0.0,5leaderP,Os11g09020.1,308
49,0.0,5leaderP,Os11g09020.1,308
50,0.0,5leaderP,Os11g09020.1,308
51,0.0,5leaderP,Os11g09020.1,308
52,0.0,5leaderP,Os11g09020.1,308
53,0.0,5leaderP,Os11g09020.1,308
54,0.0,5leaderP,Os11g09020.1,308
55,0.0,5leaderP,Os11g09020.1,308
56,0.0,5leaderP,Os11g09020.1,308
57,0.0,5leaderP,Os11g09020.1,308
58,0.0,5leaderP,Os11g09020.1,308
59,0.0,5leaderP,Os11g09020.1,308
60,0.0,5leaderP,Os11g09020.1,308
61,0.0,5leaderP,Os11g09020.1,308
62,0.0,5leaderP,Os11g09020.1,308
63,0.0,5leaderP,Os11g09020.1,308
64,0.0,5leaderP,Os11g09020.1,308
65,0.0,5leaderP,Os11g09020.1,308
66,0.0,5leaderP,Os11g09020.1,308
67,0.0,5leaderP,Os11g09020.1,308
68,0.0,5leaderP,Os11g09020.1,308
69,0.0,5leaderP,Os11g09020.1,308
70,0.0,5leaderP,Os11g09020.1,308
71,0.0,5leaderP,Os11g09020.1,308
72,0.0,5leaderP,Os11g09020.1,308
73,0.0,5leaderP,Os11g09020.1,308
74,0.0,5leaderP,Os11g09020.1,308
75,0.0,5leaderP,Os11g09020.1,308
76,0.0,5leaderP,Os11g09020.1,308
77,0.0,5leaderP,Os11g09020.1,308
78,0.0,5leaderP,Os11g09020.1,308
79,0.0,5leaderP,Os11g09020.1,308
80,0.0,5leaderP,Os11g09020.1,308
81,0.0,5leaderP,Os11g09020.1,308
82,0.0,5leaderP,Os11g09020.1,308
83,0.0,5leaderP,Os11g09020.1,308
