Position,ReadCount,Source,ts,leader5
83,1.0,5RACE,AT1G09850.1,163
84,452.0,5RACE,AT1G09850.1,163
85,5.0,5RACE,AT1G09850.1,163
87,5.0,5RACE,AT1G09850.1,163
93,1139.0,5RACE,AT1G09850.1,163
95,3.0,5RACE,AT1G09850.1,163
96,1.0,5RACE,AT1G09850.1,163
98,1.0,5RACE,AT1G09850.1,163
99,528.0,5RACE,AT1G09850.1,163
100,3991.0,5RACE,AT1G09850.1,163
101,83038.0,5RACE,AT1G09850.1,163
102,28.0,5RACE,AT1G09850.1,163
103,113.0,5RACE,AT1G09850.1,163
104,98.0,5RACE,AT1G09850.1,163
105,100.0,5RACE,AT1G09850.1,163
106,4647.0,5RACE,AT1G09850.1,163
107,317.0,5RACE,AT1G09850.1,163
108,291.0,5RACE,AT1G09850.1,163
109,15.0,5RACE,AT1G09850.1,163
110,7.0,5RACE,AT1G09850.1,163
111,13.0,5RACE,AT1G09850.1,163
112,8.0,5RACE,AT1G09850.1,163
113,678.0,5RACE,AT1G09850.1,163
115,2.0,5RACE,AT1G09850.1,163
116,3.0,5RACE,AT1G09850.1,163
118,18.0,5RACE,AT1G09850.1,163
119,23169.0,5RACE,AT1G09850.1,163
120,38.0,5RACE,AT1G09850.1,163
121,35.0,5RACE,AT1G09850.1,163
122,57.0,5RACE,AT1G09850.1,163
123,28.0,5RACE,AT1G09850.1,163
124,2458.0,5RACE,AT1G09850.1,163
125,34.0,5RACE,AT1G09850.1,163
126,49.0,5RACE,AT1G09850.1,163
127,2.0,5RACE,AT1G09850.1,163
128,6.0,5RACE,AT1G09850.1,163
130,8.0,5RACE,AT1G09850.1,163
131,1.0,5RACE,AT1G09850.1,163
135,79.0,5RACE,AT1G09850.1,163
136,66965.0,5RACE,AT1G09850.1,163
137,181.0,5RACE,AT1G09850.1,163
138,27562.0,5RACE,AT1G09850.1,163
139,112.0,5RACE,AT1G09850.1,163
140,83.0,5RACE,AT1G09850.1,163
141,312.0,5RACE,AT1G09850.1,163
1,0.0,5leaderP,AT1G09850.1,163
