Position,ReadCount,Source,ts,leader5
114,3.0,5RACE,Os01g08090.1,183
119,3.0,5RACE,Os01g08090.1,183
170,2.0,5RACE,Os01g08090.1,183
175,2.0,5RACE,Os01g08090.1,183
178,2.0,5RACE,Os01g08090.1,183
1,0.0,5leaderP,Os01g08090.1,183
2,0.0,5leaderP,Os01g08090.1,183
3,0.0,5leaderP,Os01g08090.1,183
4,0.0,5leaderP,Os01g08090.1,183
5,0.0,5leaderP,Os01g08090.1,183
6,0.0,5leaderP,Os01g08090.1,183
7,0.0,5leaderP,Os01g08090.1,183
8,0.0,5leaderP,Os01g08090.1,183
9,0.0,5leaderP,Os01g08090.1,183
10,0.0,5leaderP,Os01g08090.1,183
11,0.0,5leaderP,Os01g08090.1,183
12,0.0,5leaderP,Os01g08090.1,183
13,0.0,5leaderP,Os01g08090.1,183
14,0.0,5leaderP,Os01g08090.1,183
15,0.0,5leaderP,Os01g08090.1,183
16,0.0,5leaderP,Os01g08090.1,183
17,0.0,5leaderP,Os01g08090.1,183
18,0.0,5leaderP,Os01g08090.1,183
19,0.0,5leaderP,Os01g08090.1,183
20,0.0,5leaderP,Os01g08090.1,183
21,0.0,5leaderP,Os01g08090.1,183
22,0.0,5leaderP,Os01g08090.1,183
23,0.0,5leaderP,Os01g08090.1,183
24,0.0,5leaderP,Os01g08090.1,183
25,0.0,5leaderP,Os01g08090.1,183
26,0.0,5leaderP,Os01g08090.1,183
27,0.0,5leaderP,Os01g08090.1,183
28,0.0,5leaderP,Os01g08090.1,183
29,0.0,5leaderP,Os01g08090.1,183
30,0.0,5leaderP,Os01g08090.1,183
31,0.0,5leaderP,Os01g08090.1,183
32,0.0,5leaderP,Os01g08090.1,183
33,0.0,5leaderP,Os01g08090.1,183
34,0.0,5leaderP,Os01g08090.1,183
35,0.0,5leaderP,Os01g08090.1,183
36,0.0,5leaderP,Os01g08090.1,183
37,0.0,5leaderP,Os01g08090.1,183
38,0.0,5leaderP,Os01g08090.1,183
39,0.0,5leaderP,Os01g08090.1,183
40,0.0,5leaderP,Os01g08090.1,183
41,0.0,5leaderP,Os01g08090.1,183
42,0.0,5leaderP,Os01g08090.1,183
43,0.0,5leaderP,Os01g08090.1,183
44,0.0,5leaderP,Os01g08090.1,183
45,0.0,5leaderP,Os01g08090.1,183
46,0.0,5leaderP,Os01g08090.1,183
47,0.0,5leaderP,Os01g08090.1,183
48,0.0,5leaderP,Os01g08090.1,183
49,0.0,5leaderP,Os01g08090.1,183
50,0.0,5leaderP,Os01g08090.1,183
51,0.0,5leaderP,Os01g08090.1,183
52,0.0,5leaderP,Os01g08090.1,183
53,0.0,5leaderP,Os01g08090.1,183
54,0.0,5leaderP,Os01g08090.1,183
55,0.0,5leaderP,Os01g08090.1,183
56,0.0,5leaderP,Os01g08090.1,183
57,0.0,5leaderP,Os01g08090.1,183
58,0.0,5leaderP,Os01g08090.1,183
59,0.0,5leaderP,Os01g08090.1,183
60,0.0,5leaderP,Os01g08090.1,183
61,0.0,5leaderP,Os01g08090.1,183
62,0.0,5leaderP,Os01g08090.1,183
63,0.0,5leaderP,Os01g08090.1,183
64,0.0,5leaderP,Os01g08090.1,183
65,0.0,5leaderP,Os01g08090.1,183
66,0.0,5leaderP,Os01g08090.1,183
67,0.0,5leaderP,Os01g08090.1,183
68,0.0,5leaderP,Os01g08090.1,183
69,0.0,5leaderP,Os01g08090.1,183
70,0.0,5leaderP,Os01g08090.1,183
71,0.0,5leaderP,Os01g08090.1,183
72,0.0,5leaderP,Os01g08090.1,183
73,0.0,5leaderP,Os01g08090.1,183
74,0.0,5leaderP,Os01g08090.1,183
75,0.0,5leaderP,Os01g08090.1,183
76,0.0,5leaderP,Os01g08090.1,183
77,0.0,5leaderP,Os01g08090.1,183
78,0.0,5leaderP,Os01g08090.1,183
79,0.0,5leaderP,Os01g08090.1,183
80,0.0,5leaderP,Os01g08090.1,183
81,0.0,5leaderP,Os01g08090.1,183
82,0.0,5leaderP,Os01g08090.1,183
83,0.0,5leaderP,Os01g08090.1,183
84,0.0,5leaderP,Os01g08090.1,183
85,0.30000000000000004,5leaderP,Os01g08090.1,183
86,0.0,5leaderP,Os01g08090.1,183
87,0.0,5leaderP,Os01g08090.1,183
88,0.0,5leaderP,Os01g08090.1,183
89,0.0,5leaderP,Os01g08090.1,183
90,0.0,5leaderP,Os01g08090.1,183
91,0.0,5leaderP,Os01g08090.1,183
92,0.0,5leaderP,Os01g08090.1,183
93,0.0,5leaderP,Os01g08090.1,183
94,0.0,5leaderP,Os01g08090.1,183
95,0.0,5leaderP,Os01g08090.1,183
96,0.0,5leaderP,Os01g08090.1,183
97,0.0,5leaderP,Os01g08090.1,183
98,0.0,5leaderP,Os01g08090.1,183
99,0.0,5leaderP,Os01g08090.1,183
100,0.0,5leaderP,Os01g08090.1,183
101,0.0,5leaderP,Os01g08090.1,183
102,0.0,5leaderP,Os01g08090.1,183
103,0.0,5leaderP,Os01g08090.1,183
104,0.0,5leaderP,Os01g08090.1,183
105,0.0,5leaderP,Os01g08090.1,183
106,0.0,5leaderP,Os01g08090.1,183
107,0.0,5leaderP,Os01g08090.1,183
108,0.0,5leaderP,Os01g08090.1,183
109,0.0,5leaderP,Os01g08090.1,183
110,1.5,5leaderP,Os01g08090.1,183
111,0.0,5leaderP,Os01g08090.1,183
112,0.0,5leaderP,Os01g08090.1,183
113,0.0,5leaderP,Os01g08090.1,183
114,0.0,5leaderP,Os01g08090.1,183
115,0.0,5leaderP,Os01g08090.1,183
116,0.0,5leaderP,Os01g08090.1,183
117,0.0,5leaderP,Os01g08090.1,183
118,0.0,5leaderP,Os01g08090.1,183
119,0.0,5leaderP,Os01g08090.1,183
120,0.0,5leaderP,Os01g08090.1,183
121,0.0,5leaderP,Os01g08090.1,183
122,0.0,5leaderP,Os01g08090.1,183
123,0.0,5leaderP,Os01g08090.1,183
124,0.0,5leaderP,Os01g08090.1,183
125,0.0,5leaderP,Os01g08090.1,183
126,0.0,5leaderP,Os01g08090.1,183
127,0.0,5leaderP,Os01g08090.1,183
128,0.0,5leaderP,Os01g08090.1,183
129,0.0,5leaderP,Os01g08090.1,183
130,0.0,5leaderP,Os01g08090.1,183
131,0.0,5leaderP,Os01g08090.1,183
132,0.0,5leaderP,Os01g08090.1,183
133,0.0,5leaderP,Os01g08090.1,183
134,0.0,5leaderP,Os01g08090.1,183
135,0.30000000000000004,5leaderP,Os01g08090.1,183
136,0.0,5leaderP,Os01g08090.1,183
137,0.0,5leaderP,Os01g08090.1,183
138,0.0,5leaderP,Os01g08090.1,183
139,0.0,5leaderP,Os01g08090.1,183
140,0.0,5leaderP,Os01g08090.1,183
141,0.0,5leaderP,Os01g08090.1,183
142,0.0,5leaderP,Os01g08090.1,183
143,0.0,5leaderP,Os01g08090.1,183
144,0.0,5leaderP,Os01g08090.1,183
145,0.0,5leaderP,Os01g08090.1,183
146,0.0,5leaderP,Os01g08090.1,183
147,0.0,5leaderP,Os01g08090.1,183
148,0.0,5leaderP,Os01g08090.1,183
149,0.0,5leaderP,Os01g08090.1,183
150,0.0,5leaderP,Os01g08090.1,183
151,0.0,5leaderP,Os01g08090.1,183
152,0.0,5leaderP,Os01g08090.1,183
153,0.0,5leaderP,Os01g08090.1,183
154,0.0,5leaderP,Os01g08090.1,183
155,0.0,5leaderP,Os01g08090.1,183
156,0.0,5leaderP,Os01g08090.1,183
157,0.0,5leaderP,Os01g08090.1,183
158,0.0,5leaderP,Os01g08090.1,183
159,0.0,5leaderP,Os01g08090.1,183
160,0.0,5leaderP,Os01g08090.1,183
161,0.0,5leaderP,Os01g08090.1,183
162,0.0,5leaderP,Os01g08090.1,183
163,0.0,5leaderP,Os01g08090.1,183
164,0.0,5leaderP,Os01g08090.1,183
165,0.0,5leaderP,Os01g08090.1,183
166,0.0,5leaderP,Os01g08090.1,183
167,0.0,5leaderP,Os01g08090.1,183
168,0.0,5leaderP,Os01g08090.1,183
169,0.0,5leaderP,Os01g08090.1,183
170,0.0,5leaderP,Os01g08090.1,183
171,0.0,5leaderP,Os01g08090.1,183
172,0.0,5leaderP,Os01g08090.1,183
173,0.0,5leaderP,Os01g08090.1,183
174,0.0,5leaderP,Os01g08090.1,183
175,0.0,5leaderP,Os01g08090.1,183
176,0.0,5leaderP,Os01g08090.1,183
177,0.0,5leaderP,Os01g08090.1,183
178,0.0,5leaderP,Os01g08090.1,183
179,0.0,5leaderP,Os01g08090.1,183
180,0.0,5leaderP,Os01g08090.1,183
181,0.0,5leaderP,Os01g08090.1,183
182,0.0,5leaderP,Os01g08090.1,183
183,0.0,5leaderP,Os01g08090.1,183
