Position,ReadCount,Source,ts,leader5
214,4.0,5RACE,AT3G50060.1,275
215,294.0,5RACE,AT3G50060.1,275
216,411.0,5RACE,AT3G50060.1,275
217,339448.0,5RACE,AT3G50060.1,275
218,290.0,5RACE,AT3G50060.1,275
219,1610.0,5RACE,AT3G50060.1,275
220,123685.0,5RACE,AT3G50060.1,275
221,2345346.0,5RACE,AT3G50060.1,275
222,8147.0,5RACE,AT3G50060.1,275
223,12834.0,5RACE,AT3G50060.1,275
224,2352.0,5RACE,AT3G50060.1,275
225,11682.0,5RACE,AT3G50060.1,275
226,153903.0,5RACE,AT3G50060.1,275
227,1697.0,5RACE,AT3G50060.1,275
228,9198.0,5RACE,AT3G50060.1,275
229,7584.0,5RACE,AT3G50060.1,275
230,316.0,5RACE,AT3G50060.1,275
231,1985.0,5RACE,AT3G50060.1,275
232,284583.0,5RACE,AT3G50060.1,275
233,603.0,5RACE,AT3G50060.1,275
234,1350.0,5RACE,AT3G50060.1,275
235,5078.0,5RACE,AT3G50060.1,275
236,351.0,5RACE,AT3G50060.1,275
237,1269.0,5RACE,AT3G50060.1,275
238,1630.0,5RACE,AT3G50060.1,275
239,253.0,5RACE,AT3G50060.1,275
240,148.0,5RACE,AT3G50060.1,275
241,106.0,5RACE,AT3G50060.1,275
242,77.0,5RACE,AT3G50060.1,275
243,75.0,5RACE,AT3G50060.1,275
244,76.0,5RACE,AT3G50060.1,275
245,69.0,5RACE,AT3G50060.1,275
246,39.0,5RACE,AT3G50060.1,275
247,32.0,5RACE,AT3G50060.1,275
248,23.0,5RACE,AT3G50060.1,275
249,3.0,5RACE,AT3G50060.1,275
250,11.0,5RACE,AT3G50060.1,275
251,3.0,5RACE,AT3G50060.1,275
252,5.0,5RACE,AT3G50060.1,275
253,16.0,5RACE,AT3G50060.1,275
254,31.0,5RACE,AT3G50060.1,275
255,3.0,5RACE,AT3G50060.1,275
256,3.0,5RACE,AT3G50060.1,275
257,6.0,5RACE,AT3G50060.1,275
259,1.0,5RACE,AT3G50060.1,275
261,2.0,5RACE,AT3G50060.1,275
262,2.0,5RACE,AT3G50060.1,275
265,1.0,5RACE,AT3G50060.1,275
266,2.0,5RACE,AT3G50060.1,275
267,2.0,5RACE,AT3G50060.1,275
270,1.0,5RACE,AT3G50060.1,275
274,1.0,5RACE,AT3G50060.1,275
1,0.0,5leaderP,AT3G50060.1,275
2,0.0,5leaderP,AT3G50060.1,275
3,0.0,5leaderP,AT3G50060.1,275
4,0.0,5leaderP,AT3G50060.1,275
5,0.0,5leaderP,AT3G50060.1,275
6,0.0,5leaderP,AT3G50060.1,275
7,0.0,5leaderP,AT3G50060.1,275
8,0.0,5leaderP,AT3G50060.1,275
9,0.0,5leaderP,AT3G50060.1,275
10,0.0,5leaderP,AT3G50060.1,275
11,0.0,5leaderP,AT3G50060.1,275
12,0.0,5leaderP,AT3G50060.1,275
13,0.0,5leaderP,AT3G50060.1,275
14,0.0,5leaderP,AT3G50060.1,275
15,0.0,5leaderP,AT3G50060.1,275
16,0.0,5leaderP,AT3G50060.1,275
17,0.0,5leaderP,AT3G50060.1,275
18,0.0,5leaderP,AT3G50060.1,275
19,0.0,5leaderP,AT3G50060.1,275
20,0.0,5leaderP,AT3G50060.1,275
21,0.0,5leaderP,AT3G50060.1,275
22,0.0,5leaderP,AT3G50060.1,275
23,0.0,5leaderP,AT3G50060.1,275
24,0.0,5leaderP,AT3G50060.1,275
25,0.0,5leaderP,AT3G50060.1,275
26,0.0,5leaderP,AT3G50060.1,275
27,0.0,5leaderP,AT3G50060.1,275
28,0.0,5leaderP,AT3G50060.1,275
29,0.0,5leaderP,AT3G50060.1,275
30,0.0,5leaderP,AT3G50060.1,275
31,0.0,5leaderP,AT3G50060.1,275
32,0.0,5leaderP,AT3G50060.1,275
33,0.0,5leaderP,AT3G50060.1,275
34,0.0,5leaderP,AT3G50060.1,275
35,0.0,5leaderP,AT3G50060.1,275
36,0.0,5leaderP,AT3G50060.1,275
37,0.0,5leaderP,AT3G50060.1,275
38,0.0,5leaderP,AT3G50060.1,275
39,0.0,5leaderP,AT3G50060.1,275
40,0.0,5leaderP,AT3G50060.1,275
41,0.0,5leaderP,AT3G50060.1,275
42,0.0,5leaderP,AT3G50060.1,275
43,0.0,5leaderP,AT3G50060.1,275
44,0.0,5leaderP,AT3G50060.1,275
45,0.0,5leaderP,AT3G50060.1,275
46,0.0,5leaderP,AT3G50060.1,275
47,0.0,5leaderP,AT3G50060.1,275
48,0.0,5leaderP,AT3G50060.1,275
49,0.0,5leaderP,AT3G50060.1,275
50,0.0,5leaderP,AT3G50060.1,275
51,0.0,5leaderP,AT3G50060.1,275
52,0.0,5leaderP,AT3G50060.1,275
53,0.0,5leaderP,AT3G50060.1,275
54,0.0,5leaderP,AT3G50060.1,275
55,0.0,5leaderP,AT3G50060.1,275
56,0.0,5leaderP,AT3G50060.1,275
57,0.0,5leaderP,AT3G50060.1,275
58,0.0,5leaderP,AT3G50060.1,275
59,0.0,5leaderP,AT3G50060.1,275
60,0.0,5leaderP,AT3G50060.1,275
61,0.0,5leaderP,AT3G50060.1,275
62,0.0,5leaderP,AT3G50060.1,275
63,0.0,5leaderP,AT3G50060.1,275
64,0.0,5leaderP,AT3G50060.1,275
65,0.0,5leaderP,AT3G50060.1,275
66,0.0,5leaderP,AT3G50060.1,275
67,0.0,5leaderP,AT3G50060.1,275
68,0.0,5leaderP,AT3G50060.1,275
69,0.0,5leaderP,AT3G50060.1,275
70,0.0,5leaderP,AT3G50060.1,275
71,0.0,5leaderP,AT3G50060.1,275
72,0.0,5leaderP,AT3G50060.1,275
73,0.0,5leaderP,AT3G50060.1,275
74,0.0,5leaderP,AT3G50060.1,275
75,0.0,5leaderP,AT3G50060.1,275
76,0.0,5leaderP,AT3G50060.1,275
77,0.0,5leaderP,AT3G50060.1,275
78,0.0,5leaderP,AT3G50060.1,275
79,0.0,5leaderP,AT3G50060.1,275
80,0.0,5leaderP,AT3G50060.1,275
81,0.0,5leaderP,AT3G50060.1,275
82,0.0,5leaderP,AT3G50060.1,275
83,0.0,5leaderP,AT3G50060.1,275
84,0.0,5leaderP,AT3G50060.1,275
85,0.0,5leaderP,AT3G50060.1,275
86,0.0,5leaderP,AT3G50060.1,275
87,0.0,5leaderP,AT3G50060.1,275
88,0.0,5leaderP,AT3G50060.1,275
89,0.0,5leaderP,AT3G50060.1,275
90,0.0,5leaderP,AT3G50060.1,275
91,0.0,5leaderP,AT3G50060.1,275
92,0.0,5leaderP,AT3G50060.1,275
93,0.0,5leaderP,AT3G50060.1,275
94,0.0,5leaderP,AT3G50060.1,275
95,0.0,5leaderP,AT3G50060.1,275
96,0.0,5leaderP,AT3G50060.1,275
97,0.0,5leaderP,AT3G50060.1,275
98,0.0,5leaderP,AT3G50060.1,275
99,0.0,5leaderP,AT3G50060.1,275
100,0.0,5leaderP,AT3G50060.1,275
101,0.0,5leaderP,AT3G50060.1,275
102,0.0,5leaderP,AT3G50060.1,275
103,0.0,5leaderP,AT3G50060.1,275
104,0.0,5leaderP,AT3G50060.1,275
105,0.0,5leaderP,AT3G50060.1,275
106,0.0,5leaderP,AT3G50060.1,275
107,0.0,5leaderP,AT3G50060.1,275
108,0.0,5leaderP,AT3G50060.1,275
109,0.0,5leaderP,AT3G50060.1,275
110,0.0,5leaderP,AT3G50060.1,275
111,0.0,5leaderP,AT3G50060.1,275
112,0.0,5leaderP,AT3G50060.1,275
113,0.0,5leaderP,AT3G50060.1,275
114,0.0,5leaderP,AT3G50060.1,275
115,0.0,5leaderP,AT3G50060.1,275
116,0.0,5leaderP,AT3G50060.1,275
117,0.0,5leaderP,AT3G50060.1,275
118,0.0,5leaderP,AT3G50060.1,275
119,0.0,5leaderP,AT3G50060.1,275
120,0.0,5leaderP,AT3G50060.1,275
121,0.0,5leaderP,AT3G50060.1,275
122,0.0,5leaderP,AT3G50060.1,275
123,0.0,5leaderP,AT3G50060.1,275
124,0.0,5leaderP,AT3G50060.1,275
125,0.0,5leaderP,AT3G50060.1,275
126,0.0,5leaderP,AT3G50060.1,275
127,0.0,5leaderP,AT3G50060.1,275
128,0.0,5leaderP,AT3G50060.1,275
129,0.0,5leaderP,AT3G50060.1,275
130,0.0,5leaderP,AT3G50060.1,275
131,0.0,5leaderP,AT3G50060.1,275
132,0.0,5leaderP,AT3G50060.1,275
133,0.0,5leaderP,AT3G50060.1,275
134,0.0,5leaderP,AT3G50060.1,275
135,0.0,5leaderP,AT3G50060.1,275
136,0.0,5leaderP,AT3G50060.1,275
137,0.0,5leaderP,AT3G50060.1,275
138,0.0,5leaderP,AT3G50060.1,275
139,0.0,5leaderP,AT3G50060.1,275
140,0.0,5leaderP,AT3G50060.1,275
141,0.0,5leaderP,AT3G50060.1,275
142,0.0,5leaderP,AT3G50060.1,275
143,0.0,5leaderP,AT3G50060.1,275
144,0.0,5leaderP,AT3G50060.1,275
145,0.0,5leaderP,AT3G50060.1,275
146,0.0,5leaderP,AT3G50060.1,275
147,0.0,5leaderP,AT3G50060.1,275
148,0.0,5leaderP,AT3G50060.1,275
149,0.0,5leaderP,AT3G50060.1,275
150,0.0,5leaderP,AT3G50060.1,275
151,0.0,5leaderP,AT3G50060.1,275
152,0.0,5leaderP,AT3G50060.1,275
153,0.0,5leaderP,AT3G50060.1,275
154,0.0,5leaderP,AT3G50060.1,275
155,0.0,5leaderP,AT3G50060.1,275
156,0.0,5leaderP,AT3G50060.1,275
157,0.0,5leaderP,AT3G50060.1,275
158,0.0,5leaderP,AT3G50060.1,275
159,0.0,5leaderP,AT3G50060.1,275
160,0.0,5leaderP,AT3G50060.1,275
161,0.0,5leaderP,AT3G50060.1,275
162,0.0,5leaderP,AT3G50060.1,275
163,0.0,5leaderP,AT3G50060.1,275
164,0.0,5leaderP,AT3G50060.1,275
165,0.0,5leaderP,AT3G50060.1,275
166,0.0,5leaderP,AT3G50060.1,275
167,0.0,5leaderP,AT3G50060.1,275
168,0.0,5leaderP,AT3G50060.1,275
169,0.0,5leaderP,AT3G50060.1,275
170,0.0,5leaderP,AT3G50060.1,275
171,0.0,5leaderP,AT3G50060.1,275
172,0.0,5leaderP,AT3G50060.1,275
173,0.0,5leaderP,AT3G50060.1,275
174,0.0,5leaderP,AT3G50060.1,275
175,0.0,5leaderP,AT3G50060.1,275
176,0.0,5leaderP,AT3G50060.1,275
177,0.0,5leaderP,AT3G50060.1,275
178,0.0,5leaderP,AT3G50060.1,275
179,0.0,5leaderP,AT3G50060.1,275
180,0.0,5leaderP,AT3G50060.1,275
181,0.0,5leaderP,AT3G50060.1,275
182,0.0,5leaderP,AT3G50060.1,275
183,0.0,5leaderP,AT3G50060.1,275
184,0.0,5leaderP,AT3G50060.1,275
185,0.0,5leaderP,AT3G50060.1,275
186,0.0,5leaderP,AT3G50060.1,275
187,0.0,5leaderP,AT3G50060.1,275
188,0.0,5leaderP,AT3G50060.1,275
189,0.0,5leaderP,AT3G50060.1,275
190,0.0,5leaderP,AT3G50060.1,275
191,234534.6,5leaderP,AT3G50060.1,275
192,0.0,5leaderP,AT3G50060.1,275
193,0.0,5leaderP,AT3G50060.1,275
194,0.0,5leaderP,AT3G50060.1,275
195,0.0,5leaderP,AT3G50060.1,275
196,0.0,5leaderP,AT3G50060.1,275
197,0.0,5leaderP,AT3G50060.1,275
198,0.0,5leaderP,AT3G50060.1,275
199,0.0,5leaderP,AT3G50060.1,275
200,0.0,5leaderP,AT3G50060.1,275
201,0.0,5leaderP,AT3G50060.1,275
202,0.0,5leaderP,AT3G50060.1,275
203,0.0,5leaderP,AT3G50060.1,275
204,0.0,5leaderP,AT3G50060.1,275
205,0.0,5leaderP,AT3G50060.1,275
206,0.0,5leaderP,AT3G50060.1,275
207,0.0,5leaderP,AT3G50060.1,275
208,0.0,5leaderP,AT3G50060.1,275
209,0.0,5leaderP,AT3G50060.1,275
210,0.0,5leaderP,AT3G50060.1,275
211,0.0,5leaderP,AT3G50060.1,275
212,0.0,5leaderP,AT3G50060.1,275
213,0.0,5leaderP,AT3G50060.1,275
214,0.0,5leaderP,AT3G50060.1,275
215,0.0,5leaderP,AT3G50060.1,275
216,1172673.0,5leaderP,AT3G50060.1,275
217,0.0,5leaderP,AT3G50060.1,275
218,0.0,5leaderP,AT3G50060.1,275
219,0.0,5leaderP,AT3G50060.1,275
220,0.0,5leaderP,AT3G50060.1,275
221,0.0,5leaderP,AT3G50060.1,275
222,0.0,5leaderP,AT3G50060.1,275
223,0.0,5leaderP,AT3G50060.1,275
224,0.0,5leaderP,AT3G50060.1,275
225,0.0,5leaderP,AT3G50060.1,275
226,0.0,5leaderP,AT3G50060.1,275
227,0.0,5leaderP,AT3G50060.1,275
228,0.0,5leaderP,AT3G50060.1,275
229,0.0,5leaderP,AT3G50060.1,275
230,0.0,5leaderP,AT3G50060.1,275
231,0.0,5leaderP,AT3G50060.1,275
232,0.0,5leaderP,AT3G50060.1,275
233,0.0,5leaderP,AT3G50060.1,275
234,0.0,5leaderP,AT3G50060.1,275
235,0.0,5leaderP,AT3G50060.1,275
236,0.0,5leaderP,AT3G50060.1,275
