Position,ReadCount,Source,ts,leader5
121,80.0,5RACE,Os02g52650.1,269
142,2.0,5RACE,Os02g52650.1,269
143,303.0,5RACE,Os02g52650.1,269
145,1.0,5RACE,Os02g52650.1,269
150,2.0,5RACE,Os02g52650.1,269
157,1.0,5RACE,Os02g52650.1,269
1,0.0,5leaderP,Os02g52650.1,269
2,0.0,5leaderP,Os02g52650.1,269
3,0.0,5leaderP,Os02g52650.1,269
4,0.0,5leaderP,Os02g52650.1,269
5,0.0,5leaderP,Os02g52650.1,269
6,0.0,5leaderP,Os02g52650.1,269
7,0.0,5leaderP,Os02g52650.1,269
8,0.0,5leaderP,Os02g52650.1,269
9,0.0,5leaderP,Os02g52650.1,269
10,0.0,5leaderP,Os02g52650.1,269
11,0.0,5leaderP,Os02g52650.1,269
12,0.0,5leaderP,Os02g52650.1,269
13,0.0,5leaderP,Os02g52650.1,269
14,0.0,5leaderP,Os02g52650.1,269
15,0.0,5leaderP,Os02g52650.1,269
16,0.0,5leaderP,Os02g52650.1,269
17,0.0,5leaderP,Os02g52650.1,269
18,0.0,5leaderP,Os02g52650.1,269
19,0.0,5leaderP,Os02g52650.1,269
20,0.0,5leaderP,Os02g52650.1,269
21,0.0,5leaderP,Os02g52650.1,269
22,0.0,5leaderP,Os02g52650.1,269
23,0.0,5leaderP,Os02g52650.1,269
24,0.0,5leaderP,Os02g52650.1,269
25,0.0,5leaderP,Os02g52650.1,269
26,0.0,5leaderP,Os02g52650.1,269
27,0.0,5leaderP,Os02g52650.1,269
28,0.0,5leaderP,Os02g52650.1,269
29,0.0,5leaderP,Os02g52650.1,269
30,0.0,5leaderP,Os02g52650.1,269
31,0.0,5leaderP,Os02g52650.1,269
32,0.0,5leaderP,Os02g52650.1,269
33,0.0,5leaderP,Os02g52650.1,269
34,0.0,5leaderP,Os02g52650.1,269
35,0.0,5leaderP,Os02g52650.1,269
36,0.0,5leaderP,Os02g52650.1,269
37,0.0,5leaderP,Os02g52650.1,269
38,0.0,5leaderP,Os02g52650.1,269
39,0.0,5leaderP,Os02g52650.1,269
40,0.0,5leaderP,Os02g52650.1,269
41,0.0,5leaderP,Os02g52650.1,269
42,0.0,5leaderP,Os02g52650.1,269
43,0.0,5leaderP,Os02g52650.1,269
44,0.0,5leaderP,Os02g52650.1,269
45,0.0,5leaderP,Os02g52650.1,269
46,0.0,5leaderP,Os02g52650.1,269
47,0.0,5leaderP,Os02g52650.1,269
48,0.0,5leaderP,Os02g52650.1,269
49,0.0,5leaderP,Os02g52650.1,269
50,0.0,5leaderP,Os02g52650.1,269
51,0.0,5leaderP,Os02g52650.1,269
52,0.0,5leaderP,Os02g52650.1,269
53,0.0,5leaderP,Os02g52650.1,269
54,0.0,5leaderP,Os02g52650.1,269
55,0.0,5leaderP,Os02g52650.1,269
56,0.0,5leaderP,Os02g52650.1,269
57,0.0,5leaderP,Os02g52650.1,269
58,0.0,5leaderP,Os02g52650.1,269
59,0.0,5leaderP,Os02g52650.1,269
60,0.0,5leaderP,Os02g52650.1,269
61,0.0,5leaderP,Os02g52650.1,269
62,0.0,5leaderP,Os02g52650.1,269
63,0.0,5leaderP,Os02g52650.1,269
64,0.0,5leaderP,Os02g52650.1,269
65,0.0,5leaderP,Os02g52650.1,269
66,0.0,5leaderP,Os02g52650.1,269
67,0.0,5leaderP,Os02g52650.1,269
68,0.0,5leaderP,Os02g52650.1,269
69,0.0,5leaderP,Os02g52650.1,269
70,0.0,5leaderP,Os02g52650.1,269
71,0.0,5leaderP,Os02g52650.1,269
72,0.0,5leaderP,Os02g52650.1,269
73,0.0,5leaderP,Os02g52650.1,269
74,0.0,5leaderP,Os02g52650.1,269
75,0.0,5leaderP,Os02g52650.1,269
76,0.0,5leaderP,Os02g52650.1,269
77,0.0,5leaderP,Os02g52650.1,269
78,0.0,5leaderP,Os02g52650.1,269
79,0.0,5leaderP,Os02g52650.1,269
80,0.0,5leaderP,Os02g52650.1,269
81,0.0,5leaderP,Os02g52650.1,269
82,0.0,5leaderP,Os02g52650.1,269
83,0.0,5leaderP,Os02g52650.1,269
84,0.0,5leaderP,Os02g52650.1,269
85,0.0,5leaderP,Os02g52650.1,269
86,0.0,5leaderP,Os02g52650.1,269
