Position,ReadCount,Source,ts,leader5
97,3.0,5RACE,AT1G15980.1,169
98,1892.0,5RACE,AT1G15980.1,169
99,8.0,5RACE,AT1G15980.1,169
100,844.0,5RACE,AT1G15980.1,169
101,1145.0,5RACE,AT1G15980.1,169
102,4.0,5RACE,AT1G15980.1,169
103,34.0,5RACE,AT1G15980.1,169
104,2.0,5RACE,AT1G15980.1,169
105,9.0,5RACE,AT1G15980.1,169
106,1.0,5RACE,AT1G15980.1,169
107,1.0,5RACE,AT1G15980.1,169
108,1.0,5RACE,AT1G15980.1,169
111,1.0,5RACE,AT1G15980.1,169
117,3.0,5RACE,AT1G15980.1,169
118,3411.0,5RACE,AT1G15980.1,169
119,10.0,5RACE,AT1G15980.1,169
120,2044.0,5RACE,AT1G15980.1,169
121,1519.0,5RACE,AT1G15980.1,169
122,35.0,5RACE,AT1G15980.1,169
123,2.0,5RACE,AT1G15980.1,169
124,17.0,5RACE,AT1G15980.1,169
125,9.0,5RACE,AT1G15980.1,169
126,3.0,5RACE,AT1G15980.1,169
127,1429.0,5RACE,AT1G15980.1,169
128,13.0,5RACE,AT1G15980.1,169
129,3515.0,5RACE,AT1G15980.1,169
130,6038.0,5RACE,AT1G15980.1,169
131,51189.0,5RACE,AT1G15980.1,169
132,187.0,5RACE,AT1G15980.1,169
133,4193.0,5RACE,AT1G15980.1,169
134,3342.0,5RACE,AT1G15980.1,169
135,16330.0,5RACE,AT1G15980.1,169
136,159.0,5RACE,AT1G15980.1,169
137,157.0,5RACE,AT1G15980.1,169
138,141.0,5RACE,AT1G15980.1,169
139,15.0,5RACE,AT1G15980.1,169
140,90.0,5RACE,AT1G15980.1,169
141,59.0,5RACE,AT1G15980.1,169
142,45.0,5RACE,AT1G15980.1,169
143,30.0,5RACE,AT1G15980.1,169
144,3525.0,5RACE,AT1G15980.1,169
145,57.0,5RACE,AT1G15980.1,169
146,12.0,5RACE,AT1G15980.1,169
147,10.0,5RACE,AT1G15980.1,169
148,4.0,5RACE,AT1G15980.1,169
149,16.0,5RACE,AT1G15980.1,169
150,153.0,5RACE,AT1G15980.1,169
151,53436.0,5RACE,AT1G15980.1,169
152,828.0,5RACE,AT1G15980.1,169
153,878.0,5RACE,AT1G15980.1,169
154,18549.0,5RACE,AT1G15980.1,169
155,272.0,5RACE,AT1G15980.1,169
156,87.0,5RACE,AT1G15980.1,169
157,649.0,5RACE,AT1G15980.1,169
158,38.0,5RACE,AT1G15980.1,169
159,45.0,5RACE,AT1G15980.1,169
160,6006.0,5RACE,AT1G15980.1,169
161,69.0,5RACE,AT1G15980.1,169
162,9755.0,5RACE,AT1G15980.1,169
163,34.0,5RACE,AT1G15980.1,169
164,5053.0,5RACE,AT1G15980.1,169
165,46.0,5RACE,AT1G15980.1,169
166,12459.0,5RACE,AT1G15980.1,169
167,95.0,5RACE,AT1G15980.1,169
168,186.0,5RACE,AT1G15980.1,169
169,56465.0,5RACE,AT1G15980.1,169
170,11988.0,5RACE,AT1G15980.1,169
1,0.0,5leaderP,AT1G15980.1,169
2,0.0,5leaderP,AT1G15980.1,169
3,0.0,5leaderP,AT1G15980.1,169
4,0.0,5leaderP,AT1G15980.1,169
5,0.0,5leaderP,AT1G15980.1,169
6,0.0,5leaderP,AT1G15980.1,169
7,0.0,5leaderP,AT1G15980.1,169
8,0.0,5leaderP,AT1G15980.1,169
9,0.0,5leaderP,AT1G15980.1,169
10,0.0,5leaderP,AT1G15980.1,169
11,0.0,5leaderP,AT1G15980.1,169
12,0.0,5leaderP,AT1G15980.1,169
13,0.0,5leaderP,AT1G15980.1,169
14,0.0,5leaderP,AT1G15980.1,169
15,0.0,5leaderP,AT1G15980.1,169
16,0.0,5leaderP,AT1G15980.1,169
17,0.0,5leaderP,AT1G15980.1,169
18,0.0,5leaderP,AT1G15980.1,169
19,0.0,5leaderP,AT1G15980.1,169
20,0.0,5leaderP,AT1G15980.1,169
21,0.0,5leaderP,AT1G15980.1,169
22,0.0,5leaderP,AT1G15980.1,169
23,0.0,5leaderP,AT1G15980.1,169
24,0.0,5leaderP,AT1G15980.1,169
25,0.0,5leaderP,AT1G15980.1,169
26,0.0,5leaderP,AT1G15980.1,169
27,0.0,5leaderP,AT1G15980.1,169
28,0.0,5leaderP,AT1G15980.1,169
29,0.0,5leaderP,AT1G15980.1,169
30,0.0,5leaderP,AT1G15980.1,169
31,0.0,5leaderP,AT1G15980.1,169
