Position,ReadCount,Source,ts,leader5
180,608.0,5RACE,Os03g03910.1,359
182,211.0,5RACE,Os03g03910.1,359
183,6.0,5RACE,Os03g03910.1,359
185,5.0,5RACE,Os03g03910.1,359
186,3.0,5RACE,Os03g03910.1,359
187,235.0,5RACE,Os03g03910.1,359
188,4.0,5RACE,Os03g03910.1,359
189,68.0,5RACE,Os03g03910.1,359
190,2.0,5RACE,Os03g03910.1,359
191,3.0,5RACE,Os03g03910.1,359
196,157.0,5RACE,Os03g03910.1,359
197,1.0,5RACE,Os03g03910.1,359
199,1.0,5RACE,Os03g03910.1,359
200,2.0,5RACE,Os03g03910.1,359
203,1.0,5RACE,Os03g03910.1,359
207,990.0,5RACE,Os03g03910.1,359
208,2.0,5RACE,Os03g03910.1,359
210,2.0,5RACE,Os03g03910.1,359
211,1.0,5RACE,Os03g03910.1,359
212,5.0,5RACE,Os03g03910.1,359
213,28.0,5RACE,Os03g03910.1,359
214,1856.0,5RACE,Os03g03910.1,359
215,7.0,5RACE,Os03g03910.1,359
216,9.0,5RACE,Os03g03910.1,359
217,3291.0,5RACE,Os03g03910.1,359
218,4.0,5RACE,Os03g03910.1,359
219,1656.0,5RACE,Os03g03910.1,359
220,5.0,5RACE,Os03g03910.1,359
221,8.0,5RACE,Os03g03910.1,359
222,14.0,5RACE,Os03g03910.1,359
223,117.0,5RACE,Os03g03910.1,359
224,13.0,5RACE,Os03g03910.1,359
225,6.0,5RACE,Os03g03910.1,359
226,8.0,5RACE,Os03g03910.1,359
227,1.0,5RACE,Os03g03910.1,359
229,3.0,5RACE,Os03g03910.1,359
1,0.0,5leaderP,Os03g03910.1,359
2,0.0,5leaderP,Os03g03910.1,359
3,0.0,5leaderP,Os03g03910.1,359
4,0.0,5leaderP,Os03g03910.1,359
5,0.0,5leaderP,Os03g03910.1,359
6,0.0,5leaderP,Os03g03910.1,359
7,0.0,5leaderP,Os03g03910.1,359
8,0.0,5leaderP,Os03g03910.1,359
9,0.0,5leaderP,Os03g03910.1,359
10,0.0,5leaderP,Os03g03910.1,359
11,0.0,5leaderP,Os03g03910.1,359
12,0.0,5leaderP,Os03g03910.1,359
13,0.0,5leaderP,Os03g03910.1,359
14,0.0,5leaderP,Os03g03910.1,359
15,0.0,5leaderP,Os03g03910.1,359
16,0.0,5leaderP,Os03g03910.1,359
17,0.0,5leaderP,Os03g03910.1,359
18,0.0,5leaderP,Os03g03910.1,359
19,0.0,5leaderP,Os03g03910.1,359
20,0.0,5leaderP,Os03g03910.1,359
21,0.0,5leaderP,Os03g03910.1,359
22,0.0,5leaderP,Os03g03910.1,359
23,0.0,5leaderP,Os03g03910.1,359
24,0.0,5leaderP,Os03g03910.1,359
25,0.0,5leaderP,Os03g03910.1,359
